id,active,status,summary,title,theme,themename,ContactCountry,funding,goal,donations,reports,remaining
31394,false,retired,We will provide nutritious meals to 500 indigent and hungry children in order for them to feel happiness and warm blessings this holiday season.,Providing Food for 500 Children this Holiday,Food Security,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Food Security,Philippines,50.00,2000.00,1,1,1950.00
31398,false,funded,"Emmanual is three years old. He lives with his parents, two sisters and brother in a poorly constructed house dangerously close to a river. Floods can strike quickly, and during heavy rains Emmanual and his family must seek safety in an evacuation centre. However, Emmanual's nearest evacuation center isn't properly equipped. Your donations will change that by providing seven families like Emmanual's with equipped evacuation cubicles.",Shelter from the storm for Emmanual,Climate Action,Climate Action;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Ending Human Trafficking;Climate Action;Disaster Response,United Kingdom,505.00,500.00,6,1,0.00
31438,false,retired,"Most children of dirt-poor farmers living in the mountain barrios in Zamboanga del Norte are always hungry due to the lingering effect of the drought caused by the El Nino phenomenon. They scavenge fruits, leaves and roots of plants in order to survive. This project will provide them with nutritious food as well as help their families with increasing food supply by providing farming inputs.",Feeding Hungry and Malnourished Children,Disaster Response,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,Philippines,458.04,6000.00,4,0,5541.96
31460,false,retired,"Building the capacities of small farmers to grow their crops in a profitable manner is a complicated task and the usual practice of doing it one-shot is not effective. Our goal is to do season-long training from seed sowing until post-harvest activities for high-valued vegetables will tremendously increase the incomes of poor, upland farmers.",Help us Equip a Modest Training Center for Farmers,Disaster Response,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,Philippines,55.00,2000.00,2,1,1945.00
31462,false,funded,"Tropical Storm Vinta (internationally named Tembin) caused devastating flash floods and landslides in the Philippines. More than 200 people are dead, and 160 are missing. This fund will provide relief to people impacted by the storm in the form of emergency supplies like food, water, and medicine, in addition to longer-term recovery assistance to help residents recover and rebuild. All donations to this fund will exclusively support disaster relief and recovery efforts in the Philippines.",Philippines Typhoon Relief Fund,Disaster Response,Animal Welfare;Child Protection;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Justice and Human Rights;Digital Literacy;Food Security;Disaster Response,United States,3926.98,1000000.00,57,2,996073.02
31463,false,funded,"Typhoon Vinta (international name: Tembin) unleashed flash floods that swept away people and houses and set off landslides, leaving more than 123 people dead and 160 others missing, disaster officials said.  Most of the deaths from ""Vinta"" were in the hard-hit provinces of Lanao del Norte and Lanao del Sur and on the Zamboanga Peninsula which are project areas of the WAND Foundation. We target to support 3,000 hard-hit families with food packs, vegetable seeds, home and latrine repair kits.","Typhoon Tembin Food, Sanitation and Hygiene Fund",Disaster Response,Animal Welfare;Disaster Response;Economic Growth;Ecosystem Restoration;Gender Equality;Food Security;Disaster Response,Philippines,2048.28,50000.00,28,8,47951.72
31464,false,funded,"We will provide vegetable gardening kits comprising seeds, organic fertilizer and low-cost toilets to 750 hardest-hit survivors in the municipalities of Siocon, Gutalac, Salug and Labason in Zamboanga del Norte and targeting communities in the coastal areas. We will also provide 15 rainwater harvesters in community centers where water is scarce with the systems destroyed by the typhoon.","Typhoon Vinta Food, Water and Sanitation Project",Disaster Response,Animal Welfare;Climate Action;Disaster Response;Economic Growth;Ecosystem Restoration;Food Security;COVID-19;Clean Water;Sustainable Agriculture;Disaster Response,Philippines,56.45,50000.00,3,5,49943.55
31468,false,retired,"Christmas week 2017, Typhoon Vinta with 120 mile-per-hour wind devastated close to 10 million people in southern Philippines.  These areas were previously heavily damaged in 2013 by Super Typhoon Haiyan. Asia America Initiative with our local partners are conducting long-term emergency relief and providing food and water to thousands of newly displaced families. This micro-project will provide 300 children with shelter materials, blankets, hygiene supplies, medicines and post-trauma services.",Aid 300 Child Typhoon Survivors in Philippines,Disaster Response,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;Disaster Response;Physical Health;Food Security;Clean Water,United States,846.00,1500.00,17,1,654.00
31470,false,funded,"Christmas week 2017, major typhoon Vinta devastated close to 10 million people in central and southern Philippines.  Many of these areas were heavily damaged in 2013 by Super Typhoon Haiyan. Asia America Initiative with our local partners are conducting long-term and emergency relief by providing shelter, food and water to thousands of families. We also provide shelter materials, hygiene supplies, medicines and other post-trauma services to a target of 30,000 persons, mostly children.",Relief for Philippine Typhoon Vinta Survivors,Disaster Response,Animal Welfare;Child Protection;Climate Action;Peace and Reconciliation;Disaster Response;Economic Growth;Education;Ecosystem Restoration;Gender Equality;Physical Health;Ending Human Trafficking;Justice and Human Rights;Sport;Digital Literacy;Food Security;Disaster Response;Food Security,United States,5005.30,5000.00,27,4,0.00
31538,false,retired,"Recent typhoons in the Philippines (Vinta and Agaton) have resulted in loss of life and property, and displaced thousands of families. Unfortunately, we can only expect more of the same in the months and years ahead. Children are most particularly affected, and our books can help them. Beyond giving them a sense of normalcy and hope, even for just a short period of time, our books can teach them about climate change, and have also been used to help them deal with the trauma of displacement.",Helping Filipino Children Affected by Typhoons,Arts and Culture,Child Protection;Education;Justice and Human Rights;Arts and Culture;Arts and Culture;Disaster Response;Education;Refugee Rights,Philippines,66.14,10000.00,3,1,9933.86
